Date,Ticker,Close
7/29/2022,AAPL,162.0158081
8/1/2022,AAPL,161.0188446
8/2/2022,AAPL,159.523407
8/3/2022,AAPL,165.6248169
8/4/2022,AAPL,165.3057861
8/5/2022,AAPL,165.0761719
8/8/2022,AAPL,164.5969543
8/9/2022,AAPL,164.6468658
8/10/2022,AAPL,168.9597321
8/11/2022,AAPL,168.210968
8/12/2022,AAPL,171.8149872
8/15/2022,AAPL,172.903183
8/16/2022,AAPL,172.7434387
8/17/2022,AAPL,174.2609253
8/18/2022,AAPL,173.8615875
8/19/2022,AAPL,171.2359467
8/22/2022,AAPL,167.2924957
8/23/2022,AAPL,166.9530487
8/24/2022,AAPL,167.2525482
8/25/2022,AAPL,169.7484131
8/26/2022,AAPL,163.3490143
8/29/2022,AAPL,161.1127472
8/30/2022,AAPL,158.6468353
8/31/2022,AAPL,156.9596252
9/1/2022,AAPL,157.69841
9/2/2022,AAPL,155.5519562
9/6/2022,AAPL,154.2740784
9/7/2022,AAPL,155.7017212
9/8/2022,AAPL,154.2042084
9/9/2022,AAPL,157.109375
9/12/2022,AAPL,163.1593323
9/13/2022,AAPL,153.5852203
9/14/2022,AAPL,155.0527802
9/15/2022,AAPL,152.1176453
9/16/2022,AAPL,150.4504242
9/19/2022,AAPL,154.2241516
9/20/2022,AAPL,156.640152
9/21/2022,AAPL,153.4654236
9/22/2022,AAPL,152.4870453
9/23/2022,AAPL,150.1808624
9/26/2022,AAPL,150.5203094
9/27/2022,AAPL,151.508667
9/28/2022,AAPL,149.5918427
9/29/2022,AAPL,142.2440338
9/30/2022,AAPL,137.9711151
10/3/2022,AAPL,142.2140808
10/4/2022,AAPL,145.8580475
10/5/2022,AAPL,146.1575317
10/6/2022,AAPL,145.1891479
10/7/2022,AAPL,139.8579865
10/10/2022,AAPL,140.187439
10/11/2022,AAPL,138.7498322
10/12/2022,AAPL,138.1108856
10/13/2022,AAPL,142.7532043
10/14/2022,AAPL,138.1508331
10/17/2022,AAPL,142.1741638
10/18/2022,AAPL,143.5119324
10/19/2022,AAPL,143.6217499
10/20/2022,AAPL,143.1525269
10/21/2022,AAPL,147.0261078
10/24/2022,AAPL,149.2024841
10/25/2022,AAPL,152.0877075
10/26/2022,AAPL,149.1026611
10/27/2022,AAPL,144.5601959
10/28/2022,AAPL,155.4820862
10/31/2022,AAPL,153.0860443
11/1/2022,AAPL,150.4004974
11/2/2022,AAPL,144.7898102
11/3/2022,AAPL,138.6500092
11/4/2022,AAPL,138.3800049
11/7/2022,AAPL,138.9199982
11/8/2022,AAPL,139.5
11/9/2022,AAPL,134.8699951
11/10/2022,AAPL,146.8699951
11/11/2022,AAPL,149.6999969
11/14/2022,AAPL,148.2799988
11/15/2022,AAPL,150.0399933
11/16/2022,AAPL,148.7899933
6/28/2022,AMZN,107.4000015
6/29/2022,AMZN,108.9199982
6/30/2022,AMZN,106.2099991
7/1/2022,AMZN,109.5599976
7/5/2022,AMZN,113.5
7/6/2022,AMZN,114.3300018
7/7/2022,AMZN,116.3300018
7/8/2022,AMZN,115.5400009
7/11/2022,AMZN,111.75
7/12/2022,AMZN,109.2200012
7/13/2022,AMZN,110.4000015
7/14/2022,AMZN,110.6299973
7/15/2022,AMZN,113.5500031
7/18/2022,AMZN,113.7600021
7/19/2022,AMZN,118.2099991
7/20/2022,AMZN,122.7699966
7/21/2022,AMZN,124.6299973
7/22/2022,AMZN,122.4199982
7/25/2022,AMZN,121.1399994
7/26/2022,AMZN,114.8099976
7/27/2022,AMZN,120.9700012
7/28/2022,AMZN,122.2799988
7/29/2022,AMZN,134.9499969
8/1/2022,AMZN,135.3899994
8/2/2022,AMZN,134.1600037
8/3/2022,AMZN,139.5200043
8/4/2022,AMZN,142.5700073
8/5/2022,AMZN,140.8000031
8/8/2022,AMZN,139.4100037
8/9/2022,AMZN,137.8300018
8/10/2022,AMZN,142.6900024
8/11/2022,AMZN,140.6399994
8/12/2022,AMZN,143.5500031
8/15/2022,AMZN,143.1799927
8/16/2022,AMZN,144.7799988
8/17/2022,AMZN,142.1000061
8/18/2022,AMZN,142.3000031
8/19/2022,AMZN,138.2299957
8/22/2022,AMZN,133.2200012
8/23/2022,AMZN,133.6199951
8/24/2022,AMZN,133.8000031
8/25/2022,AMZN,137.2799988
8/26/2022,AMZN,130.75
8/29/2022,AMZN,129.7899933
8/30/2022,AMZN,128.7299957
8/31/2022,AMZN,126.7699966
9/1/2022,AMZN,127.8199997
9/2/2022,AMZN,127.5100021
9/6/2022,AMZN,126.1100006
9/7/2022,AMZN,129.4799957
9/8/2022,AMZN,129.8200073
9/9/2022,AMZN,133.2700043
9/12/2022,AMZN,136.4499969
9/13/2022,AMZN,126.8199997
9/14/2022,AMZN,128.5500031
9/15/2022,AMZN,126.2799988
9/16/2022,AMZN,123.5299988
9/19/2022,AMZN,124.6600037
9/20/2022,AMZN,122.1900024
9/21/2022,AMZN,118.5400009
9/22/2022,AMZN,117.3099976
9/23/2022,AMZN,113.7799988
9/26/2022,AMZN,115.1500015
9/27/2022,AMZN,114.4100037
9/28/2022,AMZN,118.0100021
9/29/2022,AMZN,114.8000031
9/30/2022,AMZN,113
10/3/2022,AMZN,115.8799973
10/4/2022,AMZN,121.0899963
10/5/2022,AMZN,120.9499969
10/6/2022,AMZN,120.3000031
10/7/2022,AMZN,114.5599976
10/10/2022,AMZN,113.6699982
10/11/2022,AMZN,112.2099991
10/12/2022,AMZN,112.9000015
10/13/2022,AMZN,112.5299988
10/14/2022,AMZN,106.9000015
10/17/2022,AMZN,113.7900009
10/18/2022,AMZN,116.3600006
10/19/2022,AMZN,115.0699997
10/20/2022,AMZN,115.25
10/21/2022,AMZN,119.3199997
10/24/2022,AMZN,119.8199997
10/25/2022,AMZN,120.5999985
10/26/2022,AMZN,115.6600037
10/27/2022,AMZN,110.9599991
10/28/2022,AMZN,103.4100037
10/31/2022,AMZN,102.4400024
11/1/2022,AMZN,96.79000092
11/2/2022,AMZN,92.12000275
11/3/2022,AMZN,89.30000305
11/4/2022,AMZN,90.98000336
11/7/2022,AMZN,90.52999878
11/8/2022,AMZN,89.98000336
11/9/2022,AMZN,86.13999939
11/10/2022,AMZN,96.62999725
11/11/2022,AMZN,100.7900009
11/14/2022,AMZN,98.48999786
11/15/2022,AMZN,98.94000244
11/16/2022,AMZN,97.12000275
6/28/2022,MSFT,255.217514
6/29/2022,MSFT,258.9789124
6/30/2022,MSFT,255.5657806
7/1/2022,MSFT,258.3022156
7/5/2022,MSFT,261.5561523
7/6/2022,MSFT,264.8995972
7/7/2022,MSFT,267.0788269
7/8/2022,MSFT,266.3424683
7/11/2022,MSFT,263.2079773
7/12/2022,MSFT,252.4213257
7/13/2022,MSFT,251.4760132
7/14/2022,MSFT,252.8293304
7/15/2022,MSFT,255.4563141
7/18/2022,MSFT,252.9984741
7/19/2022,MSFT,258.2525024
7/20/2022,MSFT,260.9790039
7/21/2022,MSFT,263.5363464
7/22/2022,MSFT,259.0783997
7/25/2022,MSFT,257.5559082
7/26/2022,MSFT,250.6600342
7/27/2022,MSFT,267.4171448
7/28/2022,MSFT,275.049408
7/29/2022,MSFT,279.3580933
8/1/2022,MSFT,276.6415405
8/2/2022,MSFT,273.4672241
8/3/2022,MSFT,281.0795593
8/4/2022,MSFT,282.2537537
8/5/2022,MSFT,281.517395
8/8/2022,MSFT,278.940155
8/9/2022,MSFT,280.9104004
8/10/2022,MSFT,287.7366333
8/11/2022,MSFT,285.6071472
8/12/2022,MSFT,290.473114
8/15/2022,MSFT,292.0254517
8/16/2022,MSFT,291.269165
8/17/2022,MSFT,290.5013428
8/18/2022,MSFT,289.3545532
8/19/2022,MSFT,285.3458557
8/22/2022,MSFT,276.9694519
8/23/2022,MSFT,275.663147
8/24/2022,MSFT,275.0149841
8/25/2022,MSFT,278.0663757
8/26/2022,MSFT,267.3366089
8/29/2022,MSFT,264.4846497
8/30/2022,MSFT,262.2309875
8/31/2022,MSFT,260.735199
9/1/2022,MSFT,259.6682129
9/2/2022,MSFT,255.3404083
9/6/2022,MSFT,252.5382996
9/7/2022,MSFT,257.3647156
9/8/2022,MSFT,257.7934875
9/9/2022,MSFT,263.7167969
9/12/2022,MSFT,265.9006348
9/13/2022,MSFT,251.2818604
9/14/2022,MSFT,251.5112
9/15/2022,MSFT,244.6904297
9/16/2022,MSFT,244.0522308
9/19/2022,MSFT,243.83284
9/20/2022,MSFT,241.7686615
9/21/2022,MSFT,238.2784882
9/22/2022,MSFT,240.3027802
9/23/2022,MSFT,237.2513885
9/26/2022,MSFT,236.7826996
9/27/2022,MSFT,235.745636
9/28/2022,MSFT,240.3925476
9/29/2022,MSFT,236.8325653
9/30/2022,MSFT,232.2454834
10/3/2022,MSFT,240.0634613
10/4/2022,MSFT,248.1805878
10/5/2022,MSFT,248.4996796
10/6/2022,MSFT,246.0964508
10/7/2022,MSFT,233.5817413
10/10/2022,MSFT,228.6057587
10/11/2022,MSFT,224.7765503
10/12/2022,MSFT,225.1155853
10/13/2022,MSFT,233.5817413
10/14/2022,MSFT,227.9176941
10/17/2022,MSFT,236.8624878
10/18/2022,MSFT,237.8297577
10/19/2022,MSFT,235.8154297
10/20/2022,MSFT,235.4863586
10/21/2022,MSFT,241.4395752
10/24/2022,MSFT,246.5551758
10/25/2022,MSFT,249.9555817
10/26/2022,MSFT,230.6699371
10/27/2022,MSFT,226.1127777
10/28/2022,MSFT,235.2071381
10/31/2022,MSFT,231.4776611
11/1/2022,MSFT,227.5287933
11/2/2022,MSFT,219.4814758
11/3/2022,MSFT,213.6479034
11/4/2022,MSFT,220.7678375
11/7/2022,MSFT,227.2296295
11/8/2022,MSFT,228.2268219
11/9/2022,MSFT,223.8790741
11/10/2022,MSFT,242.2971649
11/11/2022,MSFT,246.4155579
11/14/2022,MSFT,240.8711853
11/15/2022,MSFT,241.2900085
11/16/2022,MSFT,241.7299957
6/28/2022,SPY,379.0927429
6/29/2022,SPY,378.7840271
6/30/2022,SPY,375.706665
7/1/2022,SPY,379.6803284
7/5/2022,SPY,380.3973694
7/6/2022,SPY,381.6821289
7/7/2022,SPY,387.3986206
7/8/2022,SPY,387.0799561
7/11/2022,SPY,382.6581116
7/12/2022,SPY,379.2720032
7/13/2022,SPY,377.2801819
7/14/2022,SPY,376.3639526
7/15/2022,SPY,383.5544434
7/18/2022,SPY,380.3874512
7/19/2022,SPY,390.6651917
7/20/2022,SPY,393.1549683
7/21/2022,SPY,397.1585388
7/22/2022,SPY,393.4736633
7/25/2022,SPY,393.9517212
7/26/2022,SPY,389.290863
7/27/2022,SPY,399.399353
7/28/2022,SPY,404.4087524
7/29/2022,SPY,410.3045349
8/1/2022,SPY,409.0895081
8/2/2022,SPY,406.390625
8/3/2022,SPY,412.7544861
8/4/2022,SPY,412.475647
8/5/2022,SPY,411.7784729
8/8/2022,SPY,411.3004456
8/9/2022,SPY,409.6671753
8/10/2022,SPY,418.2717896
8/11/2022,SPY,418.2717896
8/12/2022,SPY,425.3527222
8/15/2022,SPY,427.1054993
8/16/2022,SPY,427.9421082
8/17/2022,SPY,424.9045715
8/18/2022,SPY,426.1394958
8/19/2022,SPY,420.4130249
8/22/2022,SPY,411.6589661
8/23/2022,SPY,410.6630859
8/24/2022,SPY,411.9776917
8/25/2022,SPY,417.7937927
8/26/2022,SPY,403.6518555
8/29/2022,SPY,400.9828491
8/30/2022,SPY,396.5809021
8/31/2022,SPY,393.5632935
9/1/2022,SPY,394.7982483
9/2/2022,SPY,390.6353149
9/6/2022,SPY,389.1614075
9/7/2022,SPY,396.1526794
9/8/2022,SPY,398.7420349
9/9/2022,SPY,404.9365845
9/12/2022,SPY,409.2887268
9/13/2022,SPY,391.4918213
9/14/2022,SPY,392.9856873
9/15/2022,SPY,388.5240173
9/16/2022,SPY,385.5599976
9/19/2022,SPY,388.5499878
9/20/2022,SPY,384.0899963
9/21/2022,SPY,377.3900146
9/22/2022,SPY,374.2200012
9/23/2022,SPY,367.9500122
9/26/2022,SPY,364.3099976
9/27/2022,SPY,363.3800049
9/28/2022,SPY,370.5299988
9/29/2022,SPY,362.7900085
9/30/2022,SPY,357.1799927
10/3/2022,SPY,366.6099854
10/4/2022,SPY,377.9700012
10/5/2022,SPY,377.0899963
10/6/2022,SPY,373.2000122
10/7/2022,SPY,362.7900085
10/10/2022,SPY,360.019989
10/11/2022,SPY,357.7399902
10/12/2022,SPY,356.5599976
10/13/2022,SPY,365.9700012
10/14/2022,SPY,357.6300049
10/17/2022,SPY,366.8200073
10/18/2022,SPY,371.1300049
10/19/2022,SPY,368.5
10/20/2022,SPY,365.4100037
10/21/2022,SPY,374.2900085
10/24/2022,SPY,378.8699951
10/25/2022,SPY,384.9200134
10/26/2022,SPY,382.019989
10/27/2022,SPY,379.980011
10/28/2022,SPY,389.019989
10/31/2022,SPY,386.2099915
11/1/2022,SPY,384.519989
11/2/2022,SPY,374.8699951
11/3/2022,SPY,371.0100098
11/4/2022,SPY,376.3500061
11/7/2022,SPY,379.9500122
11/8/2022,SPY,382
11/9/2022,SPY,374.1300049
11/10/2022,SPY,394.6900024
11/11/2022,SPY,398.5100098
11/14/2022,SPY,395.1199951
11/15/2022,SPY,398.4899902
11/16/2022,SPY,395.4500122
6/28/2022,KO,61.829216
6/29/2022,KO,62.27595901
6/30/2022,KO,62.45465469
7/1/2022,KO,63.91401291
7/5/2022,KO,62.82197571
7/6/2022,KO,62.95103455
7/7/2022,KO,62.45465469
7/8/2022,KO,62.68299103
7/11/2022,KO,62.48443604
7/12/2022,KO,62.21639252
7/13/2022,KO,61.9284935
7/14/2022,KO,61.72993851
7/15/2022,KO,62.04762268
7/18/2022,KO,61.20377731
7/19/2022,KO,62.07740402
7/20/2022,KO,61.05486298
7/21/2022,KO,60.91587448
7/22/2022,KO,61.14421082
7/25/2022,KO,61.73986435
7/26/2022,KO,62.75248337
7/27/2022,KO,62.55392838
7/28/2022,KO,63.59632874
7/29/2022,KO,63.70553207
8/1/2022,KO,64.0530014
8/2/2022,KO,63.17937088
8/3/2022,KO,63.45734406
8/4/2022,KO,63.20915222
8/5/2022,KO,62.9212532
8/8/2022,KO,62.51422119
8/9/2022,KO,62.59364319
8/10/2022,KO,63.18930054
8/11/2022,KO,62.76241302
8/12/2022,KO,63.23893738
8/15/2022,KO,64.03314972
8/16/2022,KO,64.55931091
8/17/2022,KO,64.41039276
8/18/2022,KO,64.74794006
8/19/2022,KO,64.69829559
8/22/2022,KO,63.73531723
8/23/2022,KO,63.80480957
8/24/2022,KO,63.89416122
8/25/2022,KO,64.20191193
8/26/2022,KO,62.65320969
8/29/2022,KO,62.27595901
8/30/2022,KO,61.70015717
8/31/2022,KO,61.26334
9/1/2022,KO,61.55124283
9/2/2022,KO,60.70739746
9/6/2022,KO,60.7371788
9/7/2022,KO,61.85900116
9/8/2022,KO,61.67037201
9/9/2022,KO,61.868927
9/12/2022,KO,62.04762268
9/13/2022,KO,60.03231812
9/14/2022,KO,60.35000229
9/15/2022,KO,59.52999878
9/16/2022,KO,59.54000092
9/19/2022,KO,59.99000168
9/20/2022,KO,59.90000153
9/21/2022,KO,59.40000153
9/22/2022,KO,59.25999832
9/23/2022,KO,58.59999847
9/26/2022,KO,57.86999893
9/27/2022,KO,56.38000107
9/28/2022,KO,56.97999954
9/29/2022,KO,56.56999969
9/30/2022,KO,56.02000046
10/3/2022,KO,56.65000153
10/4/2022,KO,56.77999878
10/5/2022,KO,56.24000168
10/6/2022,KO,55.02999878
10/7/2022,KO,54.50999832
10/10/2022,KO,54.38999939
10/11/2022,KO,54.47999954
10/12/2022,KO,55.13999939
10/13/2022,KO,55.86999893
10/14/2022,KO,54.97999954
10/17/2022,KO,55.68999863
10/18/2022,KO,56.43999863
10/19/2022,KO,55.95999908
10/20/2022,KO,55.08000183
10/21/2022,KO,55.95999908
10/24/2022,KO,57.56999969
10/25/2022,KO,58.95000076
10/26/2022,KO,59.38999939
10/27/2022,KO,59.52999878
10/28/2022,KO,60.75999832
10/31/2022,KO,59.84999847
11/1/2022,KO,59.63999939
11/2/2022,KO,58.81000137
11/3/2022,KO,58.77999878
11/4/2022,KO,59.25999832
11/7/2022,KO,59.49000168
11/8/2022,KO,59.59999847
11/9/2022,KO,58.77000046
11/10/2022,KO,60.88000107
11/11/2022,KO,61.31999969
11/14/2022,KO,60.72999954
11/15/2022,KO,60.63000107
11/16/2022,KO,60.52000046
6/28/2022,T,19.98415375
6/29/2022,T,20.31382942
6/30/2022,T,20.32352448
7/1/2022,T,20.6628952
7/5/2022,T,20.52714729
7/6/2022,T,20.44957733
7/7/2022,T,20.50775528
7/8/2022,T,20.43701172
7/11/2022,T,20.29945564
7/12/2022,T,20.24050331
7/13/2022,T,20.09312057
7/14/2022,T,19.975214
7/15/2022,T,20.21102524
7/18/2022,T,20.17172432
7/19/2022,T,20.43701172
7/20/2022,T,20.12259674
7/21/2022,T,18.58982086
7/22/2022,T,18.07889557
7/25/2022,T,18.20662689
7/26/2022,T,17.98064041
7/27/2022,T,18.06906891
7/28/2022,T,18.25575447
7/29/2022,T,18.45226479
8/1/2022,T,18.4031353
8/2/2022,T,18.03959465
8/3/2022,T,18.0494194
8/4/2022,T,17.95116425
8/5/2022,T,18.02976799
8/8/2022,T,17.68587494
8/9/2022,T,17.7841301
8/10/2022,T,17.6957016
8/11/2022,T,17.72517776
8/12/2022,T,17.95116425
8/15/2022,T,18.06906891
8/16/2022,T,18.24592781
8/17/2022,T,18.09854698
8/18/2022,T,18.10837173
8/19/2022,T,18.10837173
8/22/2022,T,17.81360626
8/23/2022,T,17.74482727
8/24/2022,T,17.6957016
8/25/2022,T,17.77430534
8/26/2022,T,17.57779503
8/29/2022,T,17.46971512
8/30/2022,T,17.50901604
8/31/2022,T,17.23390388
9/1/2022,T,17.19460106
9/2/2022,T,16.89001274
9/6/2022,T,16.49699211
9/7/2022,T,16.57559586
9/8/2022,T,16.4773407
9/9/2022,T,16.73280334
9/12/2022,T,17.07669449
9/13/2022,T,16.53629303
9/14/2022,T,16.4773407
9/15/2022,T,16.46751595
9/16/2022,T,16.44786453
9/19/2022,T,16.46751595
9/20/2022,T,16.27100563
9/21/2022,T,15.96641541
9/22/2022,T,15.9565897
9/23/2022,T,15.73060417
9/26/2022,T,15.39653778
9/27/2022,T,15.45549011
9/28/2022,T,15.55374527
9/29/2022,T,15.25898075
9/30/2022,T,15.07229614
10/3/2022,T,15.62252331
10/4/2022,T,15.80920792
10/5/2022,T,15.65200043
10/6/2022,T,15.31999969
10/7/2022,T,14.93999958
10/10/2022,T,14.89999962
10/11/2022,T,14.81000042
10/12/2022,T,14.63000011
10/13/2022,T,15.11999989
10/14/2022,T,14.98999977
10/17/2022,T,15.31000042
10/18/2022,T,15.60000038
10/19/2022,T,15.53999996
10/20/2022,T,16.73999977
10/21/2022,T,17.10000038
10/24/2022,T,17.51000023
10/25/2022,T,17.69000053
10/26/2022,T,18.13999939
10/27/2022,T,18.03000069
10/28/2022,T,18.47999954
10/31/2022,T,18.22999954
11/1/2022,T,18.35000038
11/2/2022,T,18.43000031
11/3/2022,T,18.17000008
11/4/2022,T,18.31999969
11/7/2022,T,18.36000061
11/8/2022,T,18.56999969
11/9/2022,T,18.37999916
11/10/2022,T,18.84000015
11/11/2022,T,19.04999924
11/14/2022,T,19.05999947
11/15/2022,T,19.02000046
11/16/2022,T,18.93000031
6/28/2022,INTC,36.90398026
6/29/2022,INTC,36.42534256
6/30/2022,INTC,36.54256058
7/1/2022,INTC,35.49737167
7/5/2022,INTC,35.83925247
7/6/2022,INTC,36.13230133
7/7/2022,INTC,37.25563431
7/8/2022,INTC,37.10911179
7/11/2022,INTC,36.33742905
7/12/2022,INTC,36.34719849
7/13/2022,INTC,36.34719849
7/14/2022,INTC,36.83560562
7/15/2022,INTC,37.72450256
7/18/2022,INTC,37.81241608
7/19/2022,INTC,39.28740692
7/20/2022,INTC,39.61952209
7/21/2022,INTC,39.66836166
7/22/2022,INTC,38.29105759
7/25/2022,INTC,38.25198364
7/26/2022,INTC,38.05662155
7/27/2022,INTC,39.24832916
7/28/2022,INTC,38.78923035
7/29/2022,INTC,35.46806717
8/1/2022,INTC,36.10299301
8/2/2022,INTC,35.17502213
8/3/2022,INTC,35.6731987
8/4/2022,INTC,35.18479156
8/5/2022,INTC,34.91839218
8/8/2022,INTC,34.90852356
8/9/2022,INTC,34.05998611
8/10/2022,INTC,34.89865494
8/11/2022,INTC,35.11572647
8/12/2022,INTC,35.62879562
8/15/2022,INTC,35.85573196
8/16/2022,INTC,35.70772934
8/17/2022,INTC,35.30319214
8/18/2022,INTC,35.71759796
8/19/2022,INTC,34.90852356
8/22/2022,INTC,33.38904572
8/23/2022,INTC,33.49758148
8/24/2022,INTC,33.40877914
8/25/2022,INTC,34.42505264
8/26/2022,INTC,32.91544342
8/29/2022,INTC,32.5010376
8/30/2022,INTC,31.83009911
8/31/2022,INTC,31.49463272
9/1/2022,INTC,31.33676529
9/2/2022,INTC,30.8039608
9/6/2022,INTC,29.95542145
9/7/2022,INTC,30.24155617
9/8/2022,INTC,30.34022331
9/9/2022,INTC,31.04076195
9/12/2022,INTC,31.13942909
9/13/2022,INTC,28.89968109
9/14/2022,INTC,28.79114532
9/15/2022,INTC,28.45567703
9/16/2022,INTC,28.85034561
9/19/2022,INTC,29.04768181
9/20/2022,INTC,28.57407761
9/21/2022,INTC,28.09060669
9/22/2022,INTC,27.69593811
9/23/2022,INTC,27.15326691
9/26/2022,INTC,26.6105957
9/27/2022,INTC,26.53166199
9/28/2022,INTC,26.76846313
9/29/2022,INTC,26.02845764
9/30/2022,INTC,25.42658806
10/3/2022,INTC,26.6105957
10/4/2022,INTC,27.33086967
10/5/2022,INTC,27.27166748
10/6/2022,INTC,26.81779861
10/7/2022,INTC,25.37725258
10/10/2022,INTC,24.86418343
10/11/2022,INTC,24.70631599
10/12/2022,INTC,24.99245071
10/13/2022,INTC,26.06792641
10/14/2022,INTC,25.56472206
10/17/2022,INTC,26.06792641
10/18/2022,INTC,25.5252552
10/19/2022,INTC,25.65352249
10/20/2022,INTC,25.73245621
10/21/2022,INTC,26.6105957
10/24/2022,INTC,26.81779861
10/25/2022,INTC,27.04473305
10/26/2022,INTC,26.84739685
10/27/2022,INTC,25.91992569
10/28/2022,INTC,28.68261147
10/31/2022,INTC,28.05113983
11/1/2022,INTC,27.92287254
11/2/2022,INTC,27.05459976
11/3/2022,INTC,27.02499962
11/4/2022,INTC,28.20000076
11/7/2022,INTC,28.40999985
11/8/2022,INTC,28.47999954
11/9/2022,INTC,27.52000046
11/10/2022,INTC,29.76000023
11/11/2022,INTC,30.43000031
11/14/2022,INTC,30.35000038
11/15/2022,INTC,30.70999908
11/16/2022,INTC,29.53000069
6/28/2022,TGT,142.7245941
6/29/2022,TGT,140.1371155
6/30/2022,TGT,139.4754486
7/1/2022,TGT,140.6111603
7/5/2022,TGT,143.8998108
7/6/2022,TGT,143.0109863
7/7/2022,TGT,148.0970001
7/8/2022,TGT,146.151474
7/11/2022,TGT,144.5713501
7/12/2022,TGT,142.7640839
7/13/2022,TGT,143.6331482
7/14/2022,TGT,144.47258
7/15/2022,TGT,144.8478699
7/18/2022,TGT,147.5044556
7/19/2022,TGT,151.4547577
7/20/2022,TGT,154.5557556
7/21/2022,TGT,156.6889191
7/22/2022,TGT,155.7803497
7/25/2022,TGT,155.5334473
7/26/2022,TGT,149.9240112
